t,dual_CO2_Liq,p_CO2_Liq,dual_Electricity,p_Electricity,comp_in_CO2_Liq,comp_in_Electricity,comp_out_CO2_Comp,wedge_0.07_p_el,store_volume,store_charge_Fuelusetotal,store_discharge,dual_storage_balance_lambda,dual_soc_max_mu,dual_terminal_soc_nu,comp_on,store_charge_on,store_discharge_on,any_activity,idle_but_priced
T0018,-21.91726,21.91726,-149.97,149.97,1.6324583333333331,0.11427208333333333,1.6324583333333331,10.497900000000001,1.008999999999999,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0019,-21.91726,21.91726,-146.33,146.33,1.6324583333333331,0.11427208333333333,1.6324583333333331,10.243100000000002,1.009499999999999,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0020,-21.91726,21.91726,-140.28,140.28,1.6324583333333331,0.11427208333333333,1.6324583333333331,9.819600000000001,1.009999999999999,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0021,-21.91726,21.91726,-121.88,121.88,1.6324583333333331,0.11427208333333333,1.6324583333333331,8.531600000000001,1.0104999999999988,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0022,-21.91726,21.91726,-102.61,102.61,1.6324583333333331,0.11427208333333333,1.6324583333333331,7.1827000000000005,1.0109999999999988,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0023,-21.91726,21.91726,-95.12,95.12,1.6324583333333331,0.11427208333333333,1.6324583333333331,6.658400000000001,1.0114999999999987,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0024,-21.91726,21.91726,-83.11,83.11,1.6324583333333331,0.11427208333333333,1.6324583333333331,5.8177,1.0119999999999987,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0025,-21.91726,21.91726,-57.08,57.08,1.6324583333333331,0.11427208333333333,1.6324583333333331,3.9956,1.0124999999999986,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0026,-21.91726,21.91726,-52.59,52.59,1.6324583333333331,0.11427208333333333,1.6324583333333331,3.6813000000000007,1.0129999999999986,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0027,-21.91726,21.91726,-48.97,48.97,1.6324583333333331,0.11427208333333333,1.6324583333333331,3.4279,1.0134999999999985,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0028,-21.91726,21.91726,-34.94,34.94,1.6324583333333331,0.11427208333333333,1.6324583333333331,2.4458,1.0139999999999985,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0029,-21.91726,21.91726,-33.97,33.97,1.6324583333333331,0.11427208333333333,1.6324583333333331,2.3779000000000003,1.0144999999999984,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0030,-21.91726,21.91726,-33.97,33.97,1.6324583333333331,0.11427208333333333,1.6324583333333331,2.3779000000000003,1.0149999999999983,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0031,-21.91726,21.91726,-34.52,34.52,1.6324583333333331,0.11427208333333333,1.6324583333333331,2.4164000000000003,1.0154999999999983,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0032,-21.91726,21.91726,-41.8,41.8,1.6324583333333331,0.11427208333333333,1.6324583333333331,2.926,1.0159999999999982,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0033,-21.91726,21.91726,-48.95,48.95,1.6324583333333331,0.11427208333333333,1.6324583333333331,3.4265000000000003,1.0164999999999982,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0034,-21.91726,21.91726,-60.01,60.01,1.6324583333333331,0.11427208333333333,1.6324583333333331,4.2007,1.0169999999999981,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0035,-21.91726,21.91726,-70.09,70.09,1.6324583333333331,0.11427208333333333,1.6324583333333331,4.906300000000001,1.017499999999998,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0036,-21.91726,21.91726,-66.26,66.26,1.6324583333333331,0.11427208333333333,1.6324583333333331,4.638200000000001,1.017999999999998,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
T0037,-21.91726,21.91726,-64.54,64.54,1.6324583333333331,0.11427208333333333,1.6324583333333331,4.517800000000001,1.018499999999998,0.0004999999999999449,0.0,21.91726,0.0,-13.565740000000002,True,True,False,True,False
